NACA,Camber,Thickness,Re,Mach,Alpha,Cl,Cd,Cm
4418,4,18,500000,0.85,6,0.307677,0.165891,-0.115404
4418,4,18,500000,0.85,7,0.458051,0.190034,-0.133996
4418,4,18,500000,0.85,8,0.575668,0.214816,-0.149998
4418,4,18,500000,0.85,9,0.679485,0.240542,-0.164932
4418,4,18,500000,0.85,10,0.77265,0.267021,-0.178598
4418,4,18,500000,0.85,11,0.856826,0.294123,-0.191034
4418,4,18,500000,0.85,12,0.933064,0.321789,-0.20237
4418,4,18,500000,0.85,13,1.002204,0.349937,-0.212708
4418,4,18,500000,0.85,14,1.06455,0.378384,-0.222066
4418,4,18,500000,0.85,15,1.120395,0.406966,-0.230456
4418,4,18,500000,0.85,16,1.170706,0.435842,-0.238158
4418,4,18,500000,0.85,17,1.214886,0.464547,-0.244985
4418,4,18,500000,0.85,18,1.25502,0.493802,-0.25162
4418,4,18,500000,0.85,19,1.290019,0.522967,-0.257619
4418,4,18,500000,0.85,20,1.320113,0.551981,-0.2631
4418,4,18,500000,0.9,-20,-1.287272,0.689279,0.21639
4418,4,18,500000,0.9,-19,-1.240349,0.651461,0.201335
4418,4,18,500000,0.9,-18,-1.190972,0.614821,0.185987
4418,4,18,500000,0.9,-17,-1.139248,0.579467,0.170371
4418,4,18,500000,0.9,-16,-1.085317,0.545531,0.154642
4418,4,18,500000,0.9,-15,-1.028814,0.513139,0.138478
4418,4,18,500000,0.9,-14,-0.970498,0.482568,0.12196
4418,4,18,500000,0.9,-13,-0.911219,0.453888,0.105441
4418,4,18,500000,0.9,-12,-0.851247,0.427044,0.089145
4418,4,18,500000,0.9,-11,-0.790611,0.401973,0.07319
4418,4,18,500000,0.9,-10,-0.729242,0.378651,0.057624
4418,4,18,500000,0.9,-9,-0.666975,0.357072,0.042421
4418,4,18,500000,0.9,-8,-0.603768,0.337253,0.027586
4418,4,18,500000,0.9,-7,-0.53941,0.319215,0.012982
4418,4,18,500000,0.9,-6,-0.473622,0.303011,-0.00159
4418,4,18,500000,0.9,-5,-0.406212,0.288682,-0.016278
4418,4,18,500000,0.9,-4,-0.336873,0.276302,-0.03131
4418,4,18,500000,0.9,-3,-0.265425,0.265963,-0.046814
4418,4,18,500000,0.9,-2,-0.191852,0.257756,-0.062798
4418,4,18,500000,0.9,-1,-0.116094,0.251769,-0.079286
4418,4,18,500000,0.9,0,-0.038015,0.248092,-0.096348
4418,4,18,500000,0.9,1,0.042628,0.246837,-0.114102
4418,4,18,500000,0.9,2,0.126035,0.248101,-0.1326
4418,4,18,500000,0.9,3,0.212547,0.251985,-0.151951
4418,4,18,500000,0.9,4,0.302715,0.258584,-0.172307
4418,4,18,500000,0.9,5,0.398077,0.268057,-0.19429
4418,4,18,500000,0.9,6,0.502498,0.280568,-0.219467
4418,4,18,500000,0.9,7,0.711447,0.303063,-0.280827
4418,4,18,500000,0.9,8,0.835912,0.330175,-0.294863
4418,4,18,500000,0.9,9,0.937389,0.358795,-0.307734
4418,4,18,500000,0.9,10,1.028169,0.388759,-0.319737
4418,4,18,500000,0.9,11,1.111066,0.419989,-0.331004
4418,4,18,500000,0.9,12,1.1875,0.45241,-0.341641
4418,4,18,500000,0.9,13,1.258347,0.485969,-0.351755
4418,4,18,500000,0.9,14,1.324152,0.520595,-0.361397
4418,4,18,500000,0.9,15,1.385379,0.556261,-0.370662
4418,4,18,500000,0.9,16,1.442342,0.592904,-0.379594
4418,4,18,500000,0.9,17,1.495213,0.630426,-0.388185
4418,4,18,500000,0.9,18,1.544165,0.66876,-0.396453
4418,4,18,500000,0.9,19,1.589364,0.70784,-0.404425
4418,4,18,500000,0.9,20,1.630917,0.747584,-0.412109
4418,4,18,1000000,0.25,-20,-0.349155,0.254968,-0.004154
4418,4,18,1000000,0.25,-19,-0.324334,0.236608,-0.009101
4418,4,18,1000000,0.25,-18,-0.299723,0.218674,-0.013941
4418,4,18,1000000,0.25,-17,-0.275476,0.201122,-0.018719
4418,4,18,1000000,0.25,-16,-0.252319,0.183814,-0.023499
4418,4,18,1000000,0.25,-15,-0.231487,0.166902,-0.02828
4418,4,18,1000000,0.25,-14,-0.213921,0.149776,-0.033378
4418,4,18,1000000,0.25,-13,-0.202715,0.132133,-0.039115
4418,4,18,1000000,0.25,-12,-0.205066,0.113403,-0.046133
4418,4,18,1000000,0.25,-11,-0.250567,0.087885,-0.058876
4418,4,18,1000000,0.25,-10,-0.504708,0.036714,-0.098489
4418,4,18,1000000,0.25,-9,-0.469355,0.027923,-0.098855
4418,4,18,1000000,0.25,-8,-0.408692,0.02301,-0.095585
4418,4,18,1000000,0.25,-7,-0.336118,0.019579,-0.091813
4418,4,18,1000000,0.25,-6,-0.255641,0.017063,-0.088189
4418,4,18,1000000,0.25,-5,-0.170049,0.015224,-0.084796
4418,4,18,1000000,0.25,-4,-0.081245,0.013933,-0.081603
4418,4,18,1000000,0.25,-3,0.009666,0.013112,-0.07861
4418,4,18,1000000,0.25,-2,0.102084,0.012714,-0.075852
4418,4,18,1000000,0.25,-1,0.194975,0.012714,-0.073246
4418,4,18,1000000,0.25,0,0.287558,0.013097,-0.070754
4418,4,18,1000000,0.25,1,0.37904,0.013871,-0.068329
4418,4,18,1000000,0.25,2,0.468541,0.015058,-0.065919
4418,4,18,1000000,0.25,3,0.555117,0.0167,-0.063484
4418,4,18,1000000,0.25,4,0.63778,0.01886,-0.061009
4418,4,18,1000000,0.25,5,0.715402,0.021633,-0.058509
4418,4,18,1000000,0.25,6,0.786495,0.02516,-0.056014
4418,4,18,1000000,0.25,7,0.849584,0.029618,-0.053613
4418,4,18,1000000,0.25,8,0.902728,0.035255,-0.051423
4418,4,18,1000000,0.25,9,0.944489,0.042359,-0.049687
4418,4,18,1000000,0.25,10,0.974682,0.051214,-0.048782
4418,4,18,1000000,0.25,11,0.994684,0.061958,-0.049017
4418,4,18,1000000,0.25,12,1.007337,0.074474,-0.050418
4418,4,18,1000000,0.25,13,1.016263,0.088387,-0.052823
4418,4,18,1000000,0.25,14,1.023275,0.103463,-0.056032
4418,4,18,1000000,0.25,15,1.028843,0.119646,-0.059922
4418,4,18,1000000,0.25,16,1.032335,0.137091,-0.064475
4418,4,18,1000000,0.25,17,1.033143,0.155977,-0.069685
4418,4,18,1000000,0.25,18,1.030971,0.176461,-0.075536
4418,4,18,1000000,0.25,19,1.02562,0.198708,-0.081997
4418,4,18,1000000,0.25,20,1.01717,0.222855,-0.089011
4418,4,18,1000000,0.35,-20,-0.345761,0.259,-0.006794
4418,4,18,1000000,0.35,-19,-0.319455,0.240252,-0.012041
4418,4,18,1000000,0.35,-18,-0.293171,0.22197,-0.017174
4418,4,18,1000000,0.35,-17,-0.267312,0.204123,-0.022218
4418,4,18,1000000,0.35,-16,-0.242482,0.186676,-0.027209
4418,4,18,1000000,0.35,-15,-0.219352,0.169494,-0.032239
4418,4,18,1000000,0.35,-14,-0.199176,0.152415,-0.03745
4418,4,18,1000000,0.35,-13,-0.184238,0.134945,-0.043185
4418,4,18,1000000,0.35,-12,-0.180138,0.116271,-0.050123
4418,4,18,1000000,0.35,-11,-0.200852,0.095306,-0.059657
4418,4,18,1000000,0.35,-10,-0.383138,0.053334,-0.090686
4418,4,18,1000000,0.35,-9,-0.456192,0.031614,-0.103813
4418,4,18,1000000,0.35,-8,-0.409991,0.02517,-0.100604
4418,4,18,1000000,0.35,-7,-0.343245,0.021112,-0.095986
4418,4,18,1000000,0.35,-6,-0.265076,0.018257,-0.091497
4418,4,18,1000000,0.35,-5,-0.179974,0.016219,-0.087345
4418,4,18,1000000,0.35,-4,-0.090532,0.014812,-0.083538
4418,4,18,1000000,0.35,-3,0.001288,0.013936,-0.079969
4418,4,18,1000000,0.35,-2,0.094735,0.01353,-0.076686
4418,4,18,1000000,0.35,-1,0.188862,0.013565,-0.073646
4418,4,18,1000000,0.35,0,0.282658,0.01403,-0.070781
4418,4,18,1000000,0.35,1,0.374988,0.014934,-0.067996
4418,4,18,1000000,0.35,2,0.464851,0.016311,-0.065238
4418,4,18,1000000,0.35,3,0.551097,0.018218,-0.062468
4418,4,18,1000000,0.35,4,0.632506,0.020743,-0.059678
4418,4,18,1000000,0.35,5,0.707651,0.024015,-0.056901
4418,4,18,1000000,0.35,6,0.774802,0.028215,-0.054206
4418,4,18,1000000,0.35,7,0.8322,0.033569,-0.051728
4418,4,18,1000000,0.35,8,0.878267,0.040357,-0.049693
4418,4,18,1000000,0.35,9,0.912763,0.048849,-0.048478
4418,4,18,1000000,0.35,10,0.937058,0.059167,-0.048365
4418,4,18,1000000,0.35,11,0.954406,0.071172,-0.049446
4418,4,18,1000000,0.35,12,0.968164,0.084527,-0.051541
4418,4,18,1000000,0.35,13,0.980246,0.098976,-0.054435
4418,4,18,1000000,0.35,14,0.990907,0.114483,-0.058008
4418,4,18,1000000,0.35,15,0.999699,0.131146,-0.062225
4418,4,18,1000000,0.35,16,1.005975,0.149132,-0.067087
4418,4,18,1000000,0.35,17,1.009413,0.168577,-0.072581
4418,4,18,1000000,0.35,18,1.009766,0.189635,-0.078694
4418,4,18,1000000,0.35,19,1.007137,0.212388,-0.085363
4418,4,18,1000000,0.35,20,1.001699,0.236932,-0.092521
4418,4,18,1000000,0.45,-20,-0.343361,0.266277,-0.01023
4418,4,18,1000000,0.45,-19,-0.314582,0.246911,-0.01596
4418,4,18,1000000,0.45,-18,-0.285669,0.228079,-0.021557
4418,4,18,1000000,0.45,-17,-0.25704,0.20976,-0.027032
4418,4,18,1000000,0.45,-16,-0.229112,0.191966,-0.032402
4418,4,18,1000000,0.45,-15,-0.202465,0.174513,-0.037744
4418,4,18,1000000,0.45,-14,-0.177881,0.157246,-0.043186
4418,4,18,1000000,0.45,-13,-0.157358,0.140027,-0.048899
4418,4,18,1000000,0.45,-12,-0.144159,0.122842,-0.055078
4418,4,18,1000000,0.45,-11,-0.144453,0.104345,-0.062705
4418,4,18,1000000,0.45,-10,-0.179269,0.082288,-0.074208
4418,4,18,1000000,0.45,-9,-0.327169,0.049727,-0.099486
4418,4,18,1000000,0.45,-8,-0.394094,0.030761,-0.10837
4418,4,18,1000000,0.45,-7,-0.349363,0.024363,-0.103051
4418,4,18,1000000,0.45,-6,-0.27915,0.020523,-0.096973
4418,4,18,1000000,0.45,-5,-0.196028,0.017974,-0.091484
4418,4,18,1000000,0.45,-4,-0.106088,0.016291,-0.086577
4418,4,18,1000000,0.45,-3,-0.012377,0.015278,-0.082163
4418,4,18,1000000,0.45,-2,0.082833,0.014838,-0.078064
4418,4,18,1000000,0.45,-1,0.17914,0.014924,-0.074401
4418,4,18,1000000,0.45,0,0.274816,0.015527,-0.070987
4418,4,18,1000000,0.45,1,0.368429,0.016664,-0.067702
4418,4,18,1000000,0.45,2,0.458626,0.018391,-0.064477
4418,4,18,1000000,0.45,3,0.543947,0.020794,-0.06128
4418,4,18,1000000,0.45,4,0.62271,0.024011,-0.05813
4418,4,18,1000000,0.45,5,0.693044,0.028226,-0.0551
4418,4,18,1000000,0.45,6,0.752968,0.033682,-0.052341
4418,4,18,1000000,0.45,7,0.80115,0.040645,-0.050125
4418,4,18,1000000,0.45,8,0.837908,0.049329,-0.048833
4418,4,18,1000000,0.45,9,0.865407,0.059748,-0.048689
4418,4,18,1000000,0.45,10,0.887478,0.071665,-0.049706
4418,4,18,1000000,0.45,11,0.907067,0.084768,-0.051678
4418,4,18,1000000,0.45,12,0.925335,0.09889,-0.054407
4418,4,18,1000000,0.45,13,0.94207,0.114048,-0.057799
4418,4,18,1000000,0.45,14,0.956757,0.130343,-0.061826
4418,4,18,1000000,0.45,15,0.968921,0.147894,-0.066484
4418,4,18,1000000,0.45,16,0.978167,0.166836,-0.071773
4418,4,18,1000000,0.45,17,0.984318,0.187277,-0.077673
4418,4,18,1000000,0.45,18,0.987477,0.209293,-0.08414
4418,4,18,1000000,0.45,19,0.987729,0.232965,-0.091117
4418,4,18,1000000,0.45,20,0.985672,0.258268,-0.098492
4418,4,18,1000000,0.55,-20,-0.342562,0.277832,-0.014982
4418,4,18,1000000,0.55,-19,-0.310029,0.257585,-0.021532
4418,4,18,1000000,0.55,-18,-0.276986,0.237855,-0.027938
4418,4,18,1000000,0.55,-17,-0.243872,0.218753,-0.034172
4418,4,18,1000000,0.55,-16,-0.211073,0.200266,-0.040236
4418,4,18,1000000,0.55,-15,-0.179102,0.182348,-0.046154
4418,4,18,1000000,0.55,-14,-0.148632,0.164915,-0.051986
4418,4,18,1000000,0.55,-13,-0.120721,0.147915,-0.05781
4418,4,18,1000000,0.55,-12,-0.09726,0.131097,-0.063802
4418,4,18,1000000,0.55,-11,-0.080977,0.114102,-0.070272
4418,4,18,1000000,0.55,-10,-0.078691,0.096608,-0.077686
4418,4,18,1000000,0.55,-9,-0.098451,0.079292,-0.086387
4418,4,18,1000000,0.55,-8,-0.160776,0.061153,-0.098205
4418,4,18,1000000,0.55,-7,-0.226423,0.041733,-0.110519
4418,4,18,1000000,0.55,-6,-0.25815,0.029349,-0.107922
4418,4,18,1000000,0.55,-5,-0.216519,0.022283,-0.099407
4418,4,18,1000000,0.55,-4,-0.132458,0.019067,-0.091899
4418,4,18,1000000,0.55,-3,-0.036939,0.017575,-0.08569
4418,4,18,1000000,0.55,-2,0.061475,0.017006,-0.080243
4418,4,18,1000000,0.55,-1,0.160917,0.017178,-0.075502
4418,4,18,1000000,0.55,0,0.259018,0.018057,-0.071209
4418,4,18,1000000,0.55,1,0.353642,0.01968,-0.067171
4418,4,18,1000000,0.55,2,0.442787,0.022148,-0.063312
4418,4,18,1000000,0.55,3,0.524111,0.025626,-0.059617
4418,4,18,1000000,0.55,4,0.59523,0.03034,-0.056183
4418,4,18,1000000,0.55,5,0.654182,0.036548,-0.053232
4418,4,18,1000000,0.55,6,0.700796,0.044449,-0.051126
4418,4,18,1000000,0.55,7,0.737583,0.054046,-0.050181
4418,4,18,1000000,0.55,8,0.768677,0.065089,-0.050416
4418,4,18,1000000,0.55,9,0.797416,0.077298,-0.051675
4418,4,18,1000000,0.55,10,0.824971,0.090516,-0.053751
4418,4,18,1000000,0.55,11,0.851132,0.104739,-0.056517
4418,4,18,1000000,0.55,12,0.875373,0.120032,-0.059925
4418,4,18,1000000,0.55,13,0.897122,0.1365,-0.06397
4418,4,18,1000000,0.55,14,0.915926,0.154255,-0.068661
4418,4,18,1000000,0.55,15,0.93147,0.173404,-0.074001
4418,4,18,1000000,0.55,16,0.943618,0.194043,-0.079985
4418,4,18,1000000,0.55,17,0.952516,0.216216,-0.086566
4418,4,18,1000000,0.55,18,0.958661,0.23989,-0.093649
4418,4,18,1000000,0.55,19,0.962847,0.264951,-0.101095
4418,4,18,1000000,0.55,20,0.966216,0.29122,-0.108757
4418,4,18,1000000,0.65,-20,-0.346642,0.296769,-0.021955
4418,4,18,1000000,0.65,-19,-0.307249,0.274917,-0.030334
4418,4,18,1000000,0.65,-18,-0.266739,0.253691,-0.038539
4418,4,18,1000000,0.65,-17,-0.225297,0.233054,-0.046532
4418,4,18,1000000,0.65,-16,-0.184102,0.213329,-0.054141
4418,4,18,1000000,0.65,-15,-0.14332,0.194469,-0.061383
4418,4,18,1000000,0.65,-14,-0.103272,0.176374,-0.068266
4418,4,18,1000000,0.65,-13,-0.064688,0.158997,-0.0748
4418,4,18,1000000,0.65,-12,-0.028595,0.142342,-0.080963
4418,4,18,1000000,0.65,-11,0.003476,0.126395,-0.086735
4418,4,18,1000000,0.65,-10,0.029962,0.110555,-0.092205
4418,4,18,1000000,0.65,-9,0.046333,0.096213,-0.096972
4418,4,18,1000000,0.65,-8,0.050822,0.08309,-0.101144
4418,4,18,1000000,0.65,-7,0.037775,0.06913,-0.105141
4418,4,18,1000000,0.65,-6,0.006115,0.058133,-0.106923
4418,4,18,1000000,0.65,-5,-0.049279,0.04675,-0.10523
4418,4,18,1000000,0.65,-4,-0.094085,0.036711,-0.099431
4418,4,18,1000000,0.65,-3,-0.067575,0.027694,-0.092924
4418,4,18,1000000,0.65,-2,0.016683,0.022453,-0.085046
4418,4,18,1000000,0.65,-1,0.118787,0.021824,-0.077547
4418,4,18,1000000,0.65,0,0.218109,0.023467,-0.071449
4418,4,18,1000000,0.65,1,0.306084,0.026901,-0.066141
4418,4,18,1000000,0.65,2,0.372408,0.032757,-0.06151
4418,4,18,1000000,0.65,3,0.418254,0.040732,-0.058042
4418,4,18,1000000,0.65,4,0.457914,0.050284,-0.055992
4418,4,18,1000000,0.65,5,0.495857,0.06097,-0.055567
4418,4,18,1000000,0.65,6,0.535061,0.072687,-0.056368
4418,4,18,1000000,0.65,7,0.574014,0.0853,-0.058113
4418,4,18,1000000,0.65,8,0.612259,0.098776,-0.060618
4418,4,18,1000000,0.65,9,0.651445,0.113341,-0.06382
4418,4,18,1000000,0.65,10,0.687647,0.128688,-0.067434
4418,4,18,1000000,0.65,11,0.723227,0.145123,-0.07166
4418,4,18,1000000,0.65,12,0.756833,0.16261,-0.07637
4418,4,18,1000000,0.65,13,0.788551,0.181193,-0.081577
4418,4,18,1000000,0.65,14,0.81825,0.200854,-0.087228
4418,4,18,1000000,0.65,15,0.845665,0.221607,-0.093286
4418,4,18,1000000,0.65,16,0.870945,0.2434,-0.099679
4418,4,18,1000000,0.65,17,0.893999,0.266103,-0.106254
4418,4,18,1000000,0.65,18,0.915095,0.289738,-0.113074
4418,4,18,1000000,0.65,19,0.93451,0.314264,-0.120044
4418,4,18,1000000,0.65,20,0.952568,0.339617,-0.127124
4418,4,18,1000000,0.7,-20,-0.349331,0.310016,-0.028264
4418,4,18,1000000,0.7,-19,-0.303762,0.286903,-0.038663
4418,4,18,1000000,0.7,-18,-0.256927,0.264588,-0.048797
4418,4,18,1000000,0.7,-17,-0.209119,0.243098,-0.058586
4418,4,18,1000000,0.7,-16,-0.160677,0.222492,-0.067939
4418,4,18,1000000,0.7,-15,-0.112059,0.20279,-0.076778
4418,4,18,1000000,0.7,-14,-0.063849,0.184033,-0.08499
4418,4,18,1000000,0.7,-13,-0.016893,0.166233,-0.092467
4418,4,18,1000000,0.7,-12,0.027868,0.14941,-0.09911
4418,4,18,1000000,0.7,-11,0.06906,0.13359,-0.104783
4418,4,18,1000000,0.7,-10,0.105034,0.118813,-0.109441
4418,4,18,1000000,0.7,-9,0.133373,0.105213,-0.113095
4418,4,18,1000000,0.7,-8,0.149955,0.09358,-0.115348
4418,4,18,1000000,0.7,-7,0.151165,0.082237,-0.115527
4418,4,18,1000000,0.7,-6,0.12912,0.071854,-0.112179
4418,4,18,1000000,0.7,-5,0.080782,0.062413,-0.105057
4418,4,18,1000000,0.7,-4,0.012284,0.053755,-0.095137
4418,4,18,1000000,0.7,-3,-0.045182,0.044298,-0.086373
4418,4,18,1000000,0.7,-2,-0.027411,0.037177,-0.083486
4418,4,18,1000000,0.7,-1,0.035271,0.033713,-0.078335
4418,4,18,1000000,0.7,0,0.096575,0.03566,-0.07124
4418,4,18,1000000,0.7,1,0.150238,0.041487,-0.065488
4418,4,18,1000000,0.7,2,0.202396,0.049488,-0.061881
4418,4,18,1000000,0.7,3,0.256709,0.058842,-0.060184
4418,4,18,1000000,0.7,4,0.311414,0.069129,-0.060198
4418,4,18,1000000,0.7,5,0.366038,0.080351,-0.061277
4418,4,18,1000000,0.7,6,0.420588,0.092569,-0.063352
4418,4,18,1000000,0.7,7,0.475275,0.105876,-0.066229
4418,4,18,1000000,0.7,8,0.525263,0.119804,-0.069494
4418,4,18,1000000,0.7,9,0.577507,0.135149,-0.073583
4418,4,18,1000000,0.7,10,0.627337,0.151409,-0.078121
4418,4,18,1000000,0.7,11,0.672309,0.168369,-0.082852
4418,4,18,1000000,0.7,12,0.71606,0.186505,-0.0881
4418,4,18,1000000,0.7,13,0.757123,0.205651,-0.093708
4418,4,18,1000000,0.7,14,0.795523,0.225792,-0.099636
4418,4,18,1000000,0.7,15,0.83122,0.246918,-0.105857
4418,4,18,1000000,0.7,16,0.864208,0.269032,-0.112353
4418,4,18,1000000,0.7,17,0.894758,0.292056,-0.119054
4418,4,18,1000000,0.7,18,0.922793,0.315981,-0.125934
4418,4,18,1000000,0.7,19,0.948473,0.340771,-0.132953
4418,4,18,1000000,0.7,20,0.972092,0.366345,-0.140072
4418,4,18,1000000,0.75,-20,-0.367646,0.332231,-0.035926
4418,4,18,1000000,0.75,-19,-0.3103,0.307356,-0.051958
4418,4,18,1000000,0.75,-18,-0.251243,0.28362,-0.067753
4418,4,18,1000000,0.75,-17,-0.192124,0.261234,-0.082546
4418,4,18,1000000,0.75,-16,-0.134781,0.240364,-0.095534
4418,4,18,1000000,0.75,-15,-0.080703,0.221092,-0.106226
4418,4,18,1000000,0.75,-14,-0.031223,0.203401,-0.114286
4418,4,18,1000000,0.75,-13,0.013115,0.187249,-0.119818
4418,4,18,1000000,0.75,-12,0.050031,0.172861,-0.122758
4418,4,18,1000000,0.75,-11,0.076802,0.160272,-0.122745
4418,4,18,1000000,0.75,-10,0.092807,0.149123,-0.119975
4418,4,18,1000000,0.75,-9,0.097638,0.139076,-0.114749
4418,4,18,1000000,0.75,-8,0.091813,0.129811,-0.107726
4418,4,18,1000000,0.75,-7,0.066145,0.123153,-0.09892
4418,4,18,1000000,0.75,-6,0.024699,0.117739,-0.088826
4418,4,18,1000000,0.75,-5,-0.044477,0.114077,-0.076403
4418,4,18,1000000,0.75,-4,-0.108212,0.10942,-0.06578
4418,4,18,1000000,0.75,-3,-0.122733,0.098626,-0.060845
4418,4,18,1000000,0.75,-2,-0.166908,0.079789,-0.047517
4418,4,18,1000000,0.75,-1,-0.211672,0.069812,-0.041531
4418,4,18,1000000,0.75,0,-0.166214,0.064353,-0.051654
4418,4,18,1000000,0.75,1,-0.070196,0.06385,-0.06169
4418,4,18,1000000,0.75,2,0.02541,0.067678,-0.064722
4418,4,18,1000000,0.75,3,0.11337,0.075124,-0.064866
4418,4,18,1000000,0.75,4,0.193424,0.085471,-0.065344
4418,4,18,1000000,0.75,5,0.268434,0.097408,-0.067442
4418,4,18,1000000,0.75,6,0.340408,0.110514,-0.070729
4418,4,18,1000000,0.75,7,0.409463,0.124724,-0.074877
4418,4,18,1000000,0.75,8,0.475589,0.139997,-0.079677
4418,4,18,1000000,0.75,9,0.538625,0.156316,-0.084992
4418,4,18,1000000,0.75,10,0.598518,0.173658,-0.090712
4418,4,18,1000000,0.75,11,0.655117,0.192018,-0.09677
4418,4,18,1000000,0.75,12,0.708318,0.211376,-0.103102
4418,4,18,1000000,0.75,13,0.758092,0.231708,-0.109659
4418,4,18,1000000,0.75,14,0.804556,0.252982,-0.116398
4418,4,18,1000000,0.75,15,0.847594,0.275157,-0.123268
4418,4,18,1000000,0.75,16,0.887365,0.298199,-0.130235
4418,4,18,1000000,0.75,17,0.923874,0.322123,-0.137335
4418,4,18,1000000,0.75,18,0.957351,0.346843,-0.144507
4418,4,18,1000000,0.75,19,0.987971,0.372344,-0.151741
4418,4,18,1000000,0.75,20,1.016297,0.398756,-0.159273
4418,4,18,1000000,0.8,-20,-0.495127,0.380172,-0.002756
4418,4,18,1000000,0.8,-19,-0.442928,0.355154,-0.018523
4418,4,18,1000000,0.8,-18,-0.389077,0.331352,-0.034279
4418,4,18,1000000,0.8,-17,-0.33405,0.308875,-0.049817
4418,4,18,1000000,0.8,-16,-0.278794,0.287835,-0.064696
4418,4,18,1000000,0.8,-15,-0.225117,0.268288,-0.077983
4418,4,18,1000000,0.8,-14,-0.175277,0.250298,-0.088645
4418,4,18,1000000,0.8,-13,-0.132379,0.23405,-0.09582
4418,4,18,1000000,0.8,-12,-0.098713,0.219506,-0.099092
4418,4,18,1000000,0.8,-11,-0.075459,0.206405,-0.098471
4418,4,18,1000000,0.8,-10,-0.061258,0.194449,-0.09515
4418,4,18,1000000,0.8,-9,-0.054568,0.183396,-0.09021
4418,4,18,1000000,0.8,-8,-0.055919,0.173088,-0.08389
4418,4,18,1000000,0.8,-7,-0.064755,0.163405,-0.076732
4418,4,18,1000000,0.8,-6,-0.081626,0.154233,-0.068835
4418,4,18,1000000,0.8,-5,-0.106948,0.145487,-0.060232
4418,4,18,1000000,0.8,-4,-0.141183,0.13715,-0.050955
4418,4,18,1000000,0.8,-3,-0.185739,0.129231,-0.040768
4418,4,18,1000000,0.8,-2,-0.243713,0.121745,-0.028629
4418,4,18,1000000,0.8,-1,-0.315933,0.114581,-0.01209
4418,4,18,1000000,0.8,0,-0.377965,0.106763,0.008834
4418,4,18,1000000,0.8,1,-0.398909,0.098584,0.024395
4418,4,18,1000000,0.8,2,-0.329316,0.092247,0.012182
4418,4,18,1000000,0.8,3,-0.123779,0.09402,-0.040278
4418,4,18,1000000,0.8,4,0.055884,0.102838,-0.067289
4418,4,18,1000000,0.8,5,0.181919,0.114847,-0.074653
4418,4,18,1000000,0.8,6,0.284063,0.129437,-0.08029
4418,4,18,1000000,0.8,7,0.375826,0.145635,-0.087454
4418,4,18,1000000,0.8,8,0.461271,0.163069,-0.095436
4418,4,18,1000000,0.8,9,0.541064,0.181658,-0.103807
4418,4,18,1000000,0.8,10,0.615267,0.201276,-0.11224
4418,4,18,1000000,0.8,11,0.683846,0.221779,-0.120505
4418,4,18,1000000,0.8,12,0.747126,0.243151,-0.128569
4418,4,18,1000000,0.8,13,0.80554,0.265411,-0.136509
4418,4,18,1000000,0.8,14,0.859474,0.288555,-0.14435
4418,4,18,1000000,0.8,15,0.90938,0.312602,-0.152252
4418,4,18,1000000,0.8,16,0.954771,0.337332,-0.159882
4418,4,18,1000000,0.8,17,0.996285,0.362812,-0.167425
4418,4,18,1000000,0.8,18,1.034039,0.388989,-0.174885
4418,4,18,1000000,0.8,19,1.068255,0.415849,-0.182294
4418,4,18,1000000,0.8,20,1.099171,0.443451,-0.189736
4418,4,18,1000000,0.85,-20,-0.727941,0.463992,0.061812
4418,4,18,1000000,0.85,-19,-0.67953,0.435924,0.046008
4418,4,18,1000000,0.85,-18,-0.62936,0.409122,0.029942
4418,4,18,1000000,0.85,-17,-0.577607,0.383719,0.013661
4418,4,18,1000000,0.85,-16,-0.524527,0.359765,-0.002746
4418,4,18,1000000,0.85,-15,-0.470075,0.337304,-0.019278
4418,4,18,1000000,0.85,-14,-0.415038,0.31659,-0.035826
4418,4,18,1000000,0.85,-13,-0.361633,0.297858,-0.05166
4418,4,18,1000000,0.85,-12,-0.3126,0.281051,-0.065519
4418,4,18,1000000,0.85,-11,-0.270107,0.265913,-0.076354
4418,4,18,1000000,0.85,-10,-0.235969,0.252152,-0.08349
4418,4,18,1000000,0.85,-9,-0.211293,0.239298,-0.086455
4418,4,18,1000000,0.85,-8,-0.197348,0.227251,-0.085384
4418,4,18,1000000,0.85,-7,-0.195249,0.216146,-0.081003
4418,4,18,1000000,0.85,-6,-0.207481,0.20631,-0.073607
4418,4,18,1000000,0.85,-5,-0.239659,0.198307,-0.062346
4418,4,18,1000000,0.85,-4,-0.289562,0.192144,-0.045358
4418,4,18,1000000,0.85,-3,-0.334921,0.18514,-0.023656
4418,4,18,1000000,0.85,-2,-0.374657,0.177913,0.00251
4418,4,18,1000000,0.85,-1,-0.392065,0.169082,0.026242
4418,4,18,1000000,0.85,0,-0.384083,0.159255,0.042584
4418,4,18,1000000,0.85,1,-0.348903,0.149501,0.04733
4418,4,18,1000000,0.85,2,-0.2938,0.141147,0.04264
4418,4,18,1000000,0.85,3,-0.224458,0.135147,0.031463
4418,4,18,1000000,0.85,4,-0.141442,0.132361,0.014638
4418,4,18,1000000,0.85,5,-0.038251,0.134164,-0.010106
4418,4,18,1000000,0.85,6,0.287702,0.162129,-0.110289
4418,4,18,1000000,0.85,7,0.43924,0.185875,-0.129394
4418,4,18,1000000,0.85,8,0.557033,0.210273,-0.145454
4418,4,18,1000000,0.85,9,0.661115,0.235708,-0.160494
